id,predictable_championship_match_id,predictable_championship_stage_team_id,is_winner,created_at,updated_at
23,144,65,true,,
24,145,66,true,,
25,146,69,true,,
26,147,70,true,,
27,148,63,true,,
28,149,64,true,,
29,150,67,true,,
30,151,68,true,,
31,152,72,true,,
32,153,71,true,,
33,154,73,true,,
34,155,74,true,,
35,156,75,false,,
36,157,76,false,,
37,156,77,true,,
38,157,78,true,,

